,OTU,.ID,group,Kingdom,Phylum,Class,Order,Family,Genus,Species,,,,
232,OTU,26521,1,Fungi,Ascomycota,Eurotiomycetes,,,,,,,,
215,OTU,26556,1,Fungi,Ascomycota,Sordariomycetes,,,,,,,,
479,OTU,26571,1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae,Acremonium,Acremonium,fusidioides,SH203377.07FU,,
570,OTU,26582,1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Hirsutella,Hirsutella,rhossiliensis,SH210594.07FU,,
689,OTU,26589,1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,,,,,
368,OTU,26691,1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Purpureocillium,,,,,
339,OTU,26693,1,Fungi,Ascomycota,Eurotiomycetes,,,,,,,,
333,OTU,26701,1,Fungi,Ascomycota,Dothideomycetes,Incertae,Eremomycetaceae,Arthrographis,,,,,
415,OTU,26788,1,Fungi,Ascomycota,Sordariomycetes,Microascales,unidentified,unidentified,Microascales,sp,SH210354.07FU,,
41,OTU,26804,1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,,,,,
172,OTU,26808,1,Fungi,Ascomycota,Eurotiomycetes,unidentified,unidentified,unidentified,Eurotiomycetes,sp,SH207054.07FU,,
5,OTU,26862,1,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes,sp,SH175275.07FU,,
276,OTU,26876,1,Fungi,Ascomycota,Eurotiomycetes,unidentified,unidentified,unidentified,Eurotiomycetes,sp,SH207054.07FU,,
738,OTU,26903,1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium,sp,SH211101.07FU,,
97,OTU,27022,1,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,Scutellinia,scutellata,SH215678.07FU,,
699,OTU,27051,1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,,,,,
165,OTU,27082,1,Fungi,,,,,,,,,,
421,OTU,27096,1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,,,,,,
686,OTU,27100,1,Fungi,Ascomycota,Dothideomycetes,Capnodiales,unidentified,unidentified,,,,,
159,OTU,27105,1,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,unidentified,unidentified,Coniochaetales,sp,SH011272.07FU,,
759,OTU,27142,1,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Calceomyces,Calceomyces,lacunosus,SH014049.07FU,,
613,OTU,27161,1,Fungi,Ascomycota,,,,,,,,,
475,OTU,27185,1,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae,Cryptococcus,Cryptococcus,podzolicus,SH181879.07FU,,
40,OTU,27247,1,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes,sp,SH175275.07FU,,
398,OTU,27255,1,Fungi,Ascomycota,Dothideomycetes,,,,,,,,
98,OTU,27325,1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Purpureocillium,,,,,
432,OTU,27385,1,Fungi,Ascomycota,,,,,,,,,
756,OTU,27423,1,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales,sp,SH181421.07FU,,
346,OTU,27433,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cladorrhinum,Cladorrhinum,sp,SH181894.07FU,,
612,OTU,27444,1,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Didymosphaeria,Didymosphaeria,sp,SH197544.07FU,,
218,OTU,27463,1,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota,sp,SH204046.07FU,,
729,OTU,27466,1,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,unidentified,Geoglossaceae,sp,SH017961.07FU,,
752,OTU,27534,1,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,,,,
137,OTU,27603,1,Fungi,Ascomycota,,,,,,,,,
228,OTU,27641,1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,,,,,
135,OTU,27715,1,Fungi,Ascomycota,Eurotiomycetes,,,,,,,,
206,OTU,27719,1,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae,Periconia,Periconia,sp,SH204050.07FU,,
754,OTU,27732,1,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,,,,
429,OTU,27748,1,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,unidentified,unidentified,,,,,
188,OTU,28012,1,Fungi,Ascomycota,,,,,,,,,
493,OTU,28043,1,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,,,,,,
302,OTU,28154,1,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia,terricola,SH215538.07FU,,
112,OTU,28272,1,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Dendryphion,Dendryphion,nanum,SH204975.07FU,,
143,OTU,28318,1,Fungi,Ascomycota,,,,,,,,,
701,OTU,28323,1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae,Myrothecium,Myrothecium,cinctum,SH200501.07FU,,
334,OTU,28332,1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces,luteus,SH208846.07FU,,
176,OTU,28474,1,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales,sp,SH192113.07FU,,
70,OTU,28488,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,,,,,,
44,OTU,28618,1,Fungi,Ascomycota,,,,,,,,,
535,OTU,28622,1,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales,sp,SH199605.07FU,,
552,OTU,28644,1,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae,Pyrenochaeta,,,,,
43,OTU,28661,1,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Ophiosphaerella,Ophiosphaerella,sp,SH183008.07FU,,
781,OTU,28663,1,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,unidentified,unidentified,Chaetothyriales,sp,SH206093.07FU,,
461,OTU,28666,1,Fungi,Ascomycota,Sordariomycetes,,,,,,,,
144,OTU,28683,1,Fungi,Ascomycota,,,,,,,,,
674,OTU,28722,1,Fungi,,,,,,,,,,
580,OTU,28739,1,Fungi,,,,,,,,,,
34,OTU,28835,1,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,,,,
257,OTU,28867,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora,sp,SH217071.07FU,,
496,OTU,28868,1,Fungi,,,,,,,,,,
106,OTU,29062,1,Fungi,Ascomycota,,,,,,,,,
531,OTU,29076,1,Fungi,,,,,,,,,,
171,OTU,29077,1,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,Ascobolus,sp,SH483257.07FU,,
267,OTU,29093,1,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales,sp,SH014773.07FU,,
692,OTU,29097,1,Fungi,,,,,,,,,,
515,OTU,29106,1,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae,Dictyosporium,Dictyosporium,strelitziae,SH189972.07FU,,
513,OTU,29110,1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae,Acremonium,Acremonium,sp,SH175309.07FU,,
691,OTU,29112,1,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,,,,,
574,OTU,29113,1,Fungi,Ascomycota,,,,,,,,,
486,OTU,29171,1,Fungi,Ascomycota,Sordariomycetes,,,,,,,,
7,OTU,29225,1,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota,sp,SH195297.07FU,,
203,OTU,29346,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,Schizothecium,formosanum,SH201188.07FU,,
309,OTU,29375,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,unidentified,Lasiosphaeriaceae,sp,SH018051.07FU,,
645,OTU,29488,1,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Chrysosporium,Chrysosporium,lobatum,SH197969.07FU,,
506,OTU,29513,1,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,Dothideomycetes,sp,SH200447.07FU,,
318,OTU,29567,1,Fungi,Ascomycota,Incertae,Incertae,Incertae,Staphylotrichum,Staphylotrichum,coccosporum,SH195313.07FU,,
210,OTU,29584,1,Fungi,Ascomycota,,,,,,,,,
108,OTU,29590,1,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,,,,
95,OTU,29595,1,Fungi,Ascomycota,,,,,,,,,
430,OTU,29602,1,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Corynesporascaceae,Corynespora,Corynespora,sp,SH180772.07FU,,
722,OTU,29603,1,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,,,,,
694,OTU,29623,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,,,,,,
122,OTU,29664,1,Fungi,Ascomycota,Leotiomycetes,Incertae,Myxotrichaceae,Malbranchea,Malbranchea,flocciformis,SH017430.07FU,,
748,OTU,29730,1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,unidentified,unidentified,,,,,
503,OTU,29744,1,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,,,,,,
156,OTU,29804,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,,,,,,
315,OTU,29815,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,,,,,,
275,OTU,29836,1,Fungi,Ascomycota,,,,,,,,,
374,OTU,29912,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,,,,,,
306,OTU,30014,1,Fungi,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,Onygenales,sp,SH218000.07FU,,
76,OTU,30027,1,Fungi,Ascomycota,,,,,,,,,
438,OTU,30028,1,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,,,,
367,OTU,30029,1,Fungi,,,,,,,,,,
249,OTU,30039,1,Fungi,Ascomycota,Dothideomycetes,,,,,,,,
72,OTU,30041,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,,,,,,
508,OTU,30086,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,,,,,,
597,OTU,30102,1,Fungi,Ascomycota,Eurotiomycetes,Onygenales,,,,,,,
440,OTU,30242,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apodus,Apodus,deciduus,SH193385.07FU,,
235,OTU,30284,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,,,,,,
467,OTU,30297,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,unidentified,,,,,
696,OTU,30308,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,,,,,,
111,OTU,30342,1,Fungi,Ascomycota,,,,,,,,,
35,OTU,30363,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apodus,Apodus,deciduus,SH193385.07FU,,
179,OTU,30365,1,Fungi,,,,,,,,,,
193,OTU,30373,1,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota,sp,SH195297.07FU,,
640,OTU,30376,1,Fungi,,,,,,,,,,
194,OTU,30445,1,Fungi,,,,,,,,,,
48,OTU,30459,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora,sp,SH025735.07FU,,
134,OTU,30460,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,,,,,,
209,OTU,30464,1,Fungi,Ascomycota,Sordariomycetes,Incertae,Apiosporaceae,Arthrinium,,,,,
115,OTU,30467,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cercophora,Cercophora,sp,SH028047.07FU,,
737,OTU,30471,1,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,unidentified,,,,,
279,OTU,30480,1,Fungi,,,,,,,,,,
621,OTU,30491,1,Fungi,Ascomycota,,,,,,,,,
568,OTU,30526,1,Fungi,,,,,,,,,,
141,OTU,30595,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,,,,,
11,OTU,30733,1,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota,sp,SH198656.07FU,,
17,OTU,30739,1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,,,,
157,OTU,30767,1,Fungi,,,,,,,,,,
152,OTU,30812,1,Fungi,Ascomycota,,,,,,,,,
145,OTU,30816,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,,,,,
382,OTU,30829,1,Fungi,,,,,,,,,,
428,OTU,30832,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,,,,,
99,OTU,30866,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,,,,,,
39,OTU,30993,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,unidentified,,,,,
464,OTU,31009,1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,,,,
329,OTU,31057,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,unidentified,Lasiosphaeriaceae,sp,SH215226.07FU,,
609,OTU,31101,1,Fungi,Ascomycota,Leotiomycetes,Incertae,Myxotrichaceae,Malbranchea,Malbranchea,flocciformis,SH017430.07FU,,
202,OTU,31122,1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,,,,,
269,OTU,31146,1,Fungi,,,,,,,,,,
505,OTU,31153,1,Fungi,Ascomycota,,,,,,,,,
555,OTU,31172,1,Fungi,Ascomycota,,,,,,,,,
549,OTU,31201,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,,,,,,
558,OTU,31253,1,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,Blumeria,graminis,SH205388.07FU,,
403,OTU,31272,1,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota,sp,SH198656.07FU,,
349,OTU,31316,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora,sp,SH201182.07FU,,
133,OTU,31328,1,Fungi,Ascomycota,,,,,,,,,
352,OTU,31356,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,,,,,,
391,OTU,31442,1,Fungi,,,,,,,,,,
50,OTU,31450,1,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota,sp,SH198656.07FU,,
23,OTU,31472,1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae,Tetracladium,,,,,
229,OTU,31483,1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Ijuhya,Ijuhya,paraparilis,SH000207.07FU,,
341,OTU,31492,1,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,unidentified,Phaeosphaeriaceae,sp,SH182913.07FU,,
491,OTU,31504,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora,sp,SH201182.07FU,,
332,OTU,31526,1,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi,sp,SH019515.07FU,,
24,OTU,31586,1,Fungi,,,,,,,,,,
163,OTU,31714,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora,sp,SH201182.07FU,,
331,OTU,31732,1,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Auxarthron,Auxarthron,umbrinum,SH200346.07FU,,
166,OTU,31734,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora,sp,SH201182.07FU,,
416,OTU,31749,1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae,Tetracladium,Tetracladium,maxilliforme,SH204309.07FU,,
216,OTU,31761,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora,sp,SH201182.07FU,,
564,OTU,31780,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,,,,,,
307,OTU,31781,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora,sp,SH201182.07FU,,
616,OTU,31809,1,Fungi,Ascomycota,,,,,,,,,
556,OTU,31822,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,,,,,
63,OTU,31831,1,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,Pyrenochaetopsis,leptospora,SH198996.07FU,,
259,OTU,31842,1,Fungi,,,,,,,,,,
480,OTU,31850,1,Fungi,Ascomycota,,,,,,,,,
393,OTU,31851,1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae,Dactylaria,Dactylaria,dimorphospora,SH025283.07FU,,
727,OTU,31975,1,Fungi,Ascomycota,,,,,,,,,
79,OTU,32005,1,Fungi,Ascomycota,Leotiomycetes,,,,,,,,
190,OTU,32019,1,Fungi,Ascomycota,Leotiomycetes,Incertae,,,,,,,
180,OTU,32098,1,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota,sp,SH215939.07FU,,
73,OTU,32121,1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,,,,,
185,OTU,32129,1,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,Helotiales,sp,SH198114.07FU,,
601,OTU,32150,1,Fungi,Ascomycota,,,,,,,,,
93,OTU,32169,1,Fungi,Ascomycota,,,,,,,,,
239,OTU,32214,1,Fungi,Ascomycota,,,,,,,,,
300,OTU,32215,1,Fungi,Ascomycota,,,,,,,,,
270,OTU,32233,1,Fungi,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,Onygenales,sp,SH183335.07FU,,
463,OTU,32238,1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae,Dactylaria,Dactylaria,dimorphospora,SH025283.07FU,,
247,OTU,32244,1,Fungi,Ascomycota,Leotiomycetes,,,,,,,,
158,OTU,32258,1,Fungi,Ascomycota,,,,,,,,,
91,OTU,32262,1,Fungi,Ascomycota,,,,,,,,,
213,OTU,32288,1,Fungi,,,,,,,,,,
271,OTU,32325,1,Fungi,Ascomycota,,,,,,,,,
541,OTU,32361,1,Fungi,Ascomycota,,,,,,,,,
80,OTU,32529,1,Fungi,,,,,,,,,,
162,OTU,32565,1,Fungi,Ascomycota,Leotiomycetes,Incertae,,,,,,,
62,OTU,32603,1,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,,,,,
263,OTU,32611,1,Fungi,,,,,,,,,,
20,OTU,32617,1,Fungi,Ascomycota,,,,,,,,,
381,OTU,32623,1,Fungi,Ascomycota,,,,,,,,,
673,OTU,32671,1,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota,sp,SH213615.07FU,,
766,OTU,32703,1,Fungi,Ascomycota,,,,,,,,,
25,OTU,32733,1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae,Tetracladium,Tetracladium,maxilliforme,SH204309.07FU,,
14,OTU,32800,1,Fungi,,,,,,,,,,
182,OTU,32906,1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora,sp,SH201182.07FU,,
670,OTU,32996,1,Fungi,Ascomycota,,,,,,,,,
261,OTU,33106,1,Fungi,Ascomycota,Dothideomycetes,Capnodiales,,,,,,,
255,OTU,33157,1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae,Tetracladium,Tetracladium,sp,SH204315.07FU,,
602,OTU,33287,1,Fungi,,,,,,,,,,
473,OTU,33325,1,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,,,,,
288,OTU,33377,1,Fungi,Ascomycota,Dothideomycetes,Capnodiales,unidentified,unidentified,Capnodiales,sp,SH016853.07FU,,
637,OTU,33432,1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Lachnum,Lachnum,sp,SH201671.07FU,,
439,OTU,33439,1,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota,sp,SH198116.07FU,,
191,OTU,33473,1,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,Dothideomycetes,sp,SH203729.07FU,,
168,OTU,33494,1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae,Tetracladium,Tetracladium,maxilliforme,SH204309.07FU,,
140,OTU,33500,1,Fungi,,,,,,,,,,
739,OTU,33608,1,Fungi,,,,,,,,,,
183,OTU,33761,1,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota,sp,SH198116.07FU,,
225,OTU,33788,1,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae,,,,,,
487,OTU,33794,1,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,,,,,
538,OTU,33799,1,Fungi,Ascomycota,Leotiomycetes,Incertae,Myxotrichaceae,Oidiodendron,Oidiodendron,griseum,SH216992.07FU,,
518,OTU,33800,1,Fungi,Ascomycota,,,,,,,,,
528,OTU,33806,1,Fungi,,,,,,,,,,
520,OTU,33829,1,Fungi,Ascomycota,Leotiomycetes,Incertae,Myxotrichaceae,,,,,,
545,OTU,33884,1,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota,sp,SH198116.07FU,,
717,OTU,33999,1,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae,Cryptococcus,Cryptococcus,victoriae,SH181632.07FU,,
532,OTU,34002,1,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae,Cryptococcus,Cryptococcus,heimaeyensis,SH181631.07FU,,
299,OTU,34024,1,Fungi,Ascomycota,Leotiomycetes,Incertae,Myxotrichaceae,Oidiodendron,Oidiodendron,cereale,SH217010.07FU,,
598,OTU,34489,1,Fungi,,,,,,,,,,
620,OTU,34599,1,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi,sp,SH460850.07FU,,
646,OTU,34887,1,Fungi,,,,,,,,,,
648,OTU,34960,1,Fungi,Ascomycota,,,,,,,,,
687,OTU,35006,1,Fungi,,,,,,,,,,
578,OTU,35107,1,Fungi,,,,,,,,,,
196,OTU,35346,1,Fungi,,,,,,,,,,
472,OTU,35367,1,Fungi,,,,,,,,,,
284,OTU,35536,1,Fungi,,,,,,,,,,
177,OTU,35694,1,Fungi,,,,,,,,,,
627,OTU,35701,1,Fungi,,,,,,,,,,
1145,OTU,134,2,Fungi,,,,,,,,,,
988,OTU,136,2,Fungi,,,,,,,,,,
1117,OTU,175,2,Fungi,,,,,,,,,,
964,OTU,180,2,Fungi,,,,,,,,,,
1000,OTU,207,2,Fungi,,,,,,,,,,
862,OTU,223,2,Fungi,,,,,,,,,,
1034,OTU,265,2,Fungi,Zygomycota,Incertae,Mortierellales,Mortierellaceae,,,,,,
809,OTU,273,2,Fungi,,,,,,,,,,
1059,OTU,520,2,Fungi,,,,,,,,,,
1098,OTU,870,2,Fungi,,,,,,,,,,
1156,OTU,1184,2,Fungi,,,,,,,,,,
1134,OTU,1213,2,Fungi,,,,,,,,,,
873,OTU,1600,2,Fungi,,,,,,,,,,
1190,OTU,1838,2,Fungi,,,,,,,,,,
1189,OTU,1839,2,Fungi,,,,,,,,,,
959,OTU,1948,2,Fungi,,,,,,,,,,
1192,OTU,2012,2,Fungi,,,,,,,,,,
1051,OTU,2083,2,Fungi,,,,,,,,,,
942,OTU,2378,2,Fungi,,,,,,,,,,
1024,OTU,2464,2,Fungi,,,,,,,,,,
827,OTU,2586,2,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,Chytridiomycota,sp,SH029551.07FU,,
787,OTU,2641,2,Fungi,Zygomycota,Incertae,Mortierellales,unidentified,unidentified,Mortierellales,sp,SH217612.07FU,,
1111,OTU,2748,2,Fungi,Chytridiomycota,Blastocladiomycetes,Blastocladiales,Catenariaceae,Catenomyces,Catenomyces,sp,SH461081.07FU,,
797,OTU,2800,2,Fungi,Zygomycota,Incertae,Mortierellales,unidentified,unidentified,Mortierellales,sp,SH217612.07FU,,
884,OTU,2854,2,Fungi,,,,,,,,,,
1197,OTU,2856,2,Fungi,,,,,,,,,,
999,OTU,2874,2,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,Chytridiomycota,sp,SH029551.07FU,,
926,OTU,2941,2,Fungi,,,,,,,,,,
921,OTU,2980,2,Fungi,Zygomycota,Incertae,Mortierellales,unidentified,unidentified,Mortierellales,sp,SH217612.07FU,,
910,OTU,3016,2,Fungi,Zygomycota,Incertae,Mortierellales,unidentified,unidentified,Mortierellales,sp,SH217612.07FU,,
997,OTU,3089,2,Fungi,Zygomycota,Incertae,Mortierellales,unidentified,unidentified,Mortierellales,sp,SH217612.07FU,,
802,OTU,3198,2,Fungi,Zygomycota,Incertae,Mortierellales,unidentified,unidentified,Mortierellales,sp,SH217612.07FU,,
1016,OTU,3358,2,Fungi,,,,,,,,,,
1162,OTU,4467,2,Fungi,,,,,,,,,,
790,OTU,4507,2,Fungi,Zygomycota,Incertae,Mortierellales,Mortierellaceae,Mortierella,,,,,
876,OTU,4587,2,Fungi,,,,,,,,,,
1027,OTU,4768,2,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydium,Rhizophydium,sp,SH028573.07FU,,
812,OTU,4783,2,Fungi,Zygomycota,Incertae,Mortierellales,Mortierellaceae,Mortierella,,,,,
782,OTU,4807,2,Fungi,Zygomycota,Incertae,Mortierellales,Mortierellaceae,Mortierella,,,,,
833,OTU,4816,2,Fungi,Zygomycota,Incertae,Mortierellales,Mortierellaceae,Mortierella,,,,,
788,OTU,4844,2,Fungi,Zygomycota,Incertae,Mortierellales,Mortierellaceae,Mortierella,,,,,
1129,OTU,5018,2,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,,,,,
1079,OTU,5504,2,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,,,,,
1122,OTU,5513,2,Fungi,,,,,,,,,,
786,OTU,5524,2,Fungi,Zygomycota,Incertae,Mortierellales,Mortierellaceae,,,,,,
887,OTU,5649,2,Fungi,,,,,,,,,,
991,OTU,5808,2,Fungi,,,,,,,,,,
1185,OTU,5874,2,Fungi,,,,,,,,,,
1150,OTU,5922,2,Fungi,Zygomycota,Incertae,Kickxellales,Kickxellaceae,Ramicandelaber,Ramicandelaber,sp,SH006496.07FU,,
1119,OTU,6075,2,Fungi,,,,,,,,,,
783,OTU,6165,2,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae,Cryptococcus,,,,,
817,OTU,6425,2,Fungi,,,,,,,,,,
951,OTU,6437,2,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi,sp,SH216704.07FU,,
1041,OTU,6520,2,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi,sp,SH460290.07FU,,
1025,OTU,6545,2,Fungi,,,,,,,,,,
882,OTU,6675,2,Fungi,,,,,,,,,,
