,OTU,.ID,group,Kingdom,Phylum,Class,Order,Family,Genus,Species,,,,
1131,OTU,32135,2,Fungi,Ascomycota,Sordariomycetes,Incertae,Glomerellaceae,Colletotrichum,Colletotrichum,sp,SH001915.07FU,,
798,OTU,32200,2,Fungi,Ascomycota,,,,,,,,,
1080,OTU,32205,2,Fungi,,,,,,,,,,
895,OTU,32218,2,Fungi,Ascomycota,Incertae,Incertae,Incertae,Collembolispora,Collembolispora,barbata,SH186791.07FU,,
962,OTU,32220,2,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota,sp,SH215260.07FU,,
897,OTU,32226,2,Fungi,Ascomycota,Leotiomycetes,Incertae,Incertae,Leohumicola,,,,,
1009,OTU,32231,2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,,,,,,
822,OTU,32254,2,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota,sp,SH183333.07FU,,
1118,OTU,32278,2,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,,,,,
808,OTU,32349,2,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,Helotiales,sp,SH218119.07FU,,
936,OTU,32357,2,Fungi,Ascomycota,,,,,,,,,
1102,OTU,32482,2,Fungi,Rozellomycota,unidentified,unidentified,unidentified,unidentified,,,,,
1039,OTU,32530,2,Fungi,Ascomycota,,,,,,,,,
826,OTU,32609,2,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,Pyrenochaetopsis,pratorum,SH198998.07FU,,
934,OTU,32618,2,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,Helotiales,sp,SH179788.07FU,,
953,OTU,32619,2,Fungi,Ascomycota,Leotiomycetes,Incertae,Incertae,Leohumicola,Leohumicola,sp,SH018499.07FU,,
1026,OTU,32634,2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Lachnum,Lachnum,pygmaeum,SH201605.07FU,,
837,OTU,32635,2,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota,sp,SH183333.07FU,,
1037,OTU,32645,2,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,,,,,
1093,OTU,32648,2,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,,,,,
1069,OTU,32737,2,Fungi,Ascomycota,Leotiomycetes,,,,,,,,
874,OTU,32784,2,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,Helotiales,sp,SH195222.07FU,,
856,OTU,32971,2,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,,,,
1057,OTU,32993,2,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,,,,
1036,OTU,32997,2,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,,,,,
912,OTU,32999,2,Fungi,Ascomycota,,,,,,,,,
1180,OTU,33013,2,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,,,,
922,OTU,33031,2,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,Helotiales,sp,SH195222.07FU,,
845,OTU,33272,2,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,Helotiales,sp,SH013010.07FU,,
868,OTU,33289,2,Fungi,Ascomycota,Leotiomycetes,,,,,,,,
1031,OTU,33292,2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Dimorphospora,Dimorphospora,sp,SH203624.07FU,,
1042,OTU,33314,2,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,Helotiales,sp,SH195227.07FU,,
1090,OTU,33323,2,Fungi,Ascomycota,,,,,,,,,
1196,OTU,33335,2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Crocicreas,Crocicreas,sp,SH211849.07FU,,
948,OTU,33379,2,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,Helotiales,sp,SH195222.07FU,,
1176,OTU,33516,2,Fungi,,,,,,,,,,
935,OTU,33570,2,Fungi,Ascomycota,Leotiomycetes,,,,,,,,
1081,OTU,33616,2,Fungi,Ascomycota,,,,,,,,,
854,OTU,33664,2,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,Helotiales,sp,SH206132.07FU,,
1050,OTU,33805,2,Fungi,Ascomycota,,,,,,,,,
886,OTU,33828,2,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota,sp,SH013885.07FU,,
1139,OTU,33881,2,Fungi,,,,,,,,,,
881,OTU,34008,2,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,Archaeorhizomyces,sp,SH025552.07FU,,
1142,OTU,34017,2,Fungi,Ascomycota,Leotiomycetes,,,,,,,,
1184,OTU,34072,2,Fungi,,,,,,,,,,
1071,OTU,34130,2,Fungi,,,,,,,,,,
896,OTU,34252,2,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,Archaeorhizomyces,sp,SH025552.07FU,,
943,OTU,34253,2,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,Archaeorhizomyces,sp,SH025552.07FU,,
981,OTU,34325,2,Fungi,,,,,,,,,,
861,OTU,34368,2,Fungi,Rozellomycota,unidentified,unidentified,unidentified,unidentified,Rozellomycota,sp,SH204503.07FU,,
994,OTU,34381,2,Fungi,,,,,,,,,,
1092,OTU,34402,2,Fungi,,,,,,,,,,
992,OTU,34404,2,Fungi,,,,,,,,,,
1120,OTU,34506,2,Fungi,,,,,,,,,,
1203,OTU,34554,2,Fungi,,,,,,,,,,
894,OTU,34610,2,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,,,,
1083,OTU,34719,2,Fungi,,,,,,,,,,
904,OTU,34820,2,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,,,,
1194,OTU,35063,2,Fungi,,,,,,,,,,
969,OTU,35304,2,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,Archaeorhizomyces,sp,SH004480.07FU,,
1137,OTU,35344,2,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,Archaeorhizomyces,sp,SH004480.07FU,,
1002,OTU,35462,2,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi,sp,SH031125.07FU,,
998,OTU,35734,2,Fungi,,,,,,,,,,
