OTU,group,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU1199,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU617,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU983,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU1788,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU745,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU2003,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU20729,2,Bacteria,Acidobacteria,BPC102,MVS-40,,,
OTU20992,2,Bacteria,Acidobacteria,BPC102,MVS-40,,,
OTU5627,2,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Geothrix,
OTU5698,2,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,,
OTU6193,2,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,,
OTU5739,2,Bacteria,Acidobacteria,iii1-8,DS-18,,,
OTU723,2,Bacteria,Acidobacteria,iii1-8,SJA-36,,,
OTU1534,2,Bacteria,Acidobacteria,iii1-8,SJA-36,,,
OTU23383,2,Bacteria,Acidobacteria,PAUC37f,,,,
OTU5532,2,Bacteria,Acidobacteria,RB25,,,,
OTU804,2,Bacteria,Acidobacteria,RB25,,,,
OTU90,2,Bacteria,Acidobacteria,S035,,,,
OTU25732,2,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
OTU26573,2,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
OTU33432,2,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU30115,2,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU32444,2,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU30209,2,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU26682,2,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU5192,2,Bacteria,Acidobacteria,Sva0725,Sva0725,,,
OTU5611,2,Bacteria,Acidobacteria,Sva0725,Sva0725,,,
OTU13031,2,Bacteria,Acidobacteria,Sva0725,Sva0725,,,
OTU5714,2,Bacteria,Acidobacteria,Sva0725,Sva0725,,,
OTU6450,2,Bacteria,Acidobacteria,Sva0725,Sva0725,,,
OTU831,2,Bacteria,Acidobacteria,Sva0725,Sva0725,,,
OTU25092,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,AKIW874,,
OTU25069,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,AKIW874,,
OTU25436,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,C111,,
OTU29940,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,C111,,
OTU26253,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,C111,,
OTU26280,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,C111,,
OTU26258,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,C111,,
OTU25088,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,C111,,
OTU26394,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,C111,,
OTU29019,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,C111,,
OTU26349,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,EB1017,,
OTU25884,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,EB1017,,
OTU26352,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,EB1017,,
OTU30025,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,EB1017,,
OTU30002,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,EB1017,,
OTU26521,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,EB1017,,
OTU25042,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,
OTU25150,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,,
OTU26266,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,koll13,,
OTU26323,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,koll13,,
OTU25055,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
OTU26321,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
OTU25859,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
OTU26584,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
OTU25067,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
OTU26328,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
OTU29401,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
OTU26438,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
OTU26444,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
OTU25066,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
OTU27177,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
OTU25082,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
OTU25087,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
OTU26425,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
OTU25143,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
OTU26307,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
OTU26480,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
OTU26476,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
OTU23025,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Frankiaceae,,
OTU20429,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Glycomycetaceae,Glycomyces,harbinensis
OTU22703,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Phycicoccus,
OTU21828,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,,
OTU23161,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Kineosporiaceae,,
OTU20643,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agromyces,
OTU21850,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,,
OTU22906,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Citricoccus,
OTU21917,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Sinomonas,
OTU23136,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Catellatospora,
OTU22617,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Pilimelia,
OTU22785,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Virgisporangium,ochraceum
OTU22801,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,,
OTU22818,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,,
OTU23194,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,,
OTU22589,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,
OTU22214,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,
OTU23295,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,
OTU23292,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,
OTU21788,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,
OTU23339,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nakamurellaceae,,
OTU19791,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,
OTU22822,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,
OTU22797,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,,
OTU19846,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,,
OTU21005,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,,
OTU22875,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,,
OTU22790,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,,
OTU20709,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,,
OTU22821,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,,
OTU20979,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,,
OTU22335,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,Promicromonospora,
OTU19592,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinomycetospora,
OTU22257,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,
OTU22503,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,
OTU22769,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,
OTU22502,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,
OTU20455,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,
OTU16705,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,
OTU22193,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,,
OTU30158,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
OTU22845,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
OTU22863,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
OTU23256,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
OTU22767,2,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,,,
OTU21895,2,Bacteria,Actinobacteria,MB-A2-108,0319-7L14,,,
OTU22832,2,Bacteria,Actinobacteria,MB-A2-108,0319-7L14,,,
OTU22992,2,Bacteria,Actinobacteria,MB-A2-108,0319-7L14,,,
OTU22514,2,Bacteria,Actinobacteria,MB-A2-108,0319-7L14,,,
OTU22236,2,Bacteria,Actinobacteria,MB-A2-108,0319-7L14,,,
OTU22802,2,Bacteria,Actinobacteria,MB-A2-108,0319-7L14,,,
OTU12953,2,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,
OTU13004,2,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,
OTU13002,2,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,
OTU5787,2,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,,
OTU11122,2,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,,
OTU4894,2,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,,
OTU8542,2,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,,
OTU14509,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
OTU12992,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
OTU14686,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
OTU13300,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
OTU13865,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
OTU13132,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
OTU15131,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
OTU12963,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
OTU14928,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
OTU12986,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
OTU9830,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
OTU14690,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
OTU11849,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
OTU15851,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
OTU12979,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
OTU12965,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
OTU14948,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
OTU13356,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
OTU12957,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
OTU13170,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
OTU15655,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
OTU13101,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
OTU15752,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
OTU12970,2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,,,
OTU6855,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,,
OTU5615,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,,
OTU6145,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,,
OTU5740,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,
OTU12533,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,
OTU5539,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,,
OTU9802,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,,
OTU12420,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,,
OTU5170,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
OTU5488,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
OTU5732,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
OTU309,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
OTU5570,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
OTU12876,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
OTU5571,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
OTU5650,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
OTU5676,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
OTU5734,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
OTU5537,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
OTU5555,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
OTU5518,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
OTU5589,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
OTU9811,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
OTU5093,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
OTU12412,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
OTU3758,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
OTU5588,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
OTU6201,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
OTU5750,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
OTU12391,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
OTU7999,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
OTU5913,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
OTU9974,2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
OTU17139,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU17132,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU17158,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU17302,2,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,,
OTU17421,2,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Paludibacter,
OTU17706,2,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Paludibacter,
OTU18865,2,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU20066,2,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
OTU18269,2,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,,
OTU17500,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,
OTU16757,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
OTU17192,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
OTU17206,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
OTU18036,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
OTU20300,2,Bacteria,Chlorobi,SJA-28,,,,
OTU20736,2,Bacteria,Chlorobi,SJA-28,,,,
OTU20372,2,Bacteria,Chlorobi,SJA-28,,,,
OTU20142,2,Bacteria,Chlorobi,,,,,
OTU20197,2,Bacteria,Chlorobi,,,,,
OTU26363,2,Bacteria,Chloroflexi,Anaerolineae,A31,S47,,
OTU26864,2,Bacteria,Chloroflexi,Anaerolineae,A31,S47,,
OTU25606,2,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,,
OTU30190,2,Bacteria,Chloroflexi,Anaerolineae,S0208,,,
OTU25053,2,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,,
OTU26336,2,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,,
OTU25080,2,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,,
OTU26512,2,Bacteria,Chloroflexi,Anaerolineae,SBR1031,oc28,,
OTU26376,2,Bacteria,Chloroflexi,Anaerolineae,SJA-15,,,
OTU26429,2,Bacteria,Chloroflexi,Anaerolineae,SJA-15,,,
OTU19547,2,Bacteria,Chloroflexi,C0119,,,,
OTU30320,2,Bacteria,Chloroflexi,C0119,,,,
OTU36,2,Bacteria,Chloroflexi,C0119,,,,
OTU30297,2,Bacteria,Chloroflexi,Chloroflexi,AKIW781,,,
OTU32415,2,Bacteria,Chloroflexi,Chloroflexi,AKIW781,,,
OTU26262,2,Bacteria,Chloroflexi,Ellin6529,,,,
OTU30145,2,Bacteria,Chloroflexi,Ellin6529,,,,
OTU28048,2,Bacteria,Chloroflexi,Ellin6529,,,,
OTU29582,2,Bacteria,Chloroflexi,Ellin6529,,,,
OTU30263,2,Bacteria,Chloroflexi,Ellin6529,,,,
OTU33183,2,Bacteria,Chloroflexi,Ellin6529,,,,
OTU33482,2,Bacteria,Chloroflexi,Ellin6529,,,,
OTU30496,2,Bacteria,Chloroflexi,Ellin6529,,,,
OTU26306,2,Bacteria,Chloroflexi,Gitt-GS-136,,,,
OTU26284,2,Bacteria,Chloroflexi,Gitt-GS-136,,,,
OTU25858,2,Bacteria,Chloroflexi,Gitt-GS-136,,,,
OTU33672,2,Bacteria,Chloroflexi,S085,,,,
OTU25056,2,Bacteria,Chloroflexi,S085,,,,
OTU30167,2,Bacteria,Chloroflexi,S085,,,,
OTU33756,2,Bacteria,Chloroflexi,S085,,,,
OTU33673,2,Bacteria,Chloroflexi,S085,,,,
OTU33805,2,Bacteria,Chloroflexi,S085,,,,
OTU25046,2,Bacteria,Chloroflexi,S085,,,,
OTU25044,2,Bacteria,Chloroflexi,S085,,,,
OTU29983,2,Bacteria,Chloroflexi,S085,,,,
OTU20894,2,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,,,
OTU26347,2,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,,,
OTU25229,2,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,,,
OTU20149,2,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,,,
OTU25173,2,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,,,
OTU26441,2,Bacteria,Chloroflexi,Thermomicrobia,,,,
OTU33483,2,Bacteria,Chloroflexi,TK10,B07,,,
OTU25045,2,Bacteria,Chloroflexi,TK17,mle1-48,,,
OTU25061,2,Bacteria,Chloroflexi,TK17,mle1-48,,,
OTU25129,2,Bacteria,Chloroflexi,TK17,,,,
OTU23585,2,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,,,
OTU27170,2,Bacteria,Cyanobacteria,4C0d-2,YS2,,,
OTU32631,2,Bacteria,Cyanobacteria,4C0d-2,YS2,,,
OTU17261,2,Bacteria,Elusimicrobia,Elusimicrobia,FAC88,,,
OTU17730,2,Bacteria,Elusimicrobia,Elusimicrobia,FAC88,,,
OTU18348,2,Bacteria,Elusimicrobia,Elusimicrobia,FAC88,,,
OTU16844,2,Bacteria,Elusimicrobia,Elusimicrobia,IIb,,,
OTU20134,2,Bacteria,Fibrobacteres,Fibrobacteria,258ds10,,,
OTU806,2,Bacteria,Fibrobacteres,,,,,
OTU5576,2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,flexus
OTU5723,2,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,
OTU704,2,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,ginsengi
OTU33693,2,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Tepidimicrobium,
OTU30312,2,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,
OTU33679,2,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,,
OTU19597,2,Bacteria,Gemmatimonadetes,Gemm-1,,,,
OTU23529,2,Bacteria,Gemmatimonadetes,Gemm-1,,,,
OTU916,2,Bacteria,Gemmatimonadetes,Gemm-2,,,,
OTU876,2,Bacteria,Gemmatimonadetes,Gemm-5,,,,
OTU703,2,Bacteria,Gemmatimonadetes,Gemm-5,,,,
OTU20399,2,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Ellin5290,,,
OTU20395,2,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Ellin5290,,,
OTU20373,2,Bacteria,Gemmatimonadetes,Gemmatimonadetes,,,,
OTU54,2,Bacteria,Gemmatimonadetes,Gemmatimonadetes,,,,
OTU675,2,Bacteria,Gemmatimonadetes,,,,,
OTU682,2,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,0319-6A21,,
OTU660,2,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,0319-6A21,,
OTU747,2,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,0319-6A21,,
OTU743,2,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,0319-6A21,,
OTU3856,2,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,0319-6A21,,
OTU509,2,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,FW,29-Apr,
OTU20871,2,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,
OTU20883,2,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,,
OTU22389,2,Bacteria,OD1,SM2F11,,,,
OTU23357,2,Bacteria,OD1,ZB2,,,,
OTU23617,2,Bacteria,OD1,,,,,
OTU13573,2,Bacteria,Planctomycetes,C6,d113,,,
OTU26300,2,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
OTU30249,2,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
OTU1126,2,Bacteria,Planctomycetes,Pla3,,,,
OTU22254,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU22163,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU21783,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU21041,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
OTU20786,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
OTU13121,2,Bacteria,Planctomycetes,,,,,
OTU30504,2,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,,,
OTU30193,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,
OTU29130,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,
OTU30171,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,
OTU30070,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,
OTU32728,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,zavarzinii
OTU30121,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,
OTU30133,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,
OTU33516,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU30096,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU30570,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU33461,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU31915,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU31313,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
