OTU,group,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU5655,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU7389,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU5828,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU5024,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU5620,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU6481,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU11107,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU8170,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU5598,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Dokdonella,
OTU16346,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Dyella,
OTU1692,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
OTU7562,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
OTU5908,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
OTU5731,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
OTU5929,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
OTU27030,1,Bacteria,Proteobacteria,TA18,PHOS-HD29,,,
OTU23741,1,Bacteria,Proteobacteria,TA18,PHOS-HD29,,,
OTU23754,1,Bacteria,Proteobacteria,TA18,PHOS-HD29,,,
OTU13531,1,Bacteria,Proteobacteria,,,,,
OTU23467,1,Bacteria,Proteobacteria,,,,,
OTU23000,1,Bacteria,Proteobacteria,,,,,
OTU6263,1,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Spirochaeta,aurantia
OTU5967,1,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Spirochaeta,aurantia
OTU23377,1,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma,
OTU16115,1,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma,
OTU16175,1,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma,
OTU11613,1,Bacteria,Tenericutes,Mollicutes,,,,
OTU6944,1,Bacteria,TM6,SBRH58,,,,
OTU7378,1,Bacteria,TM6,SBRH58,,,,
OTU6527,1,Bacteria,TM6,SJA-4,S1198,,,
OTU10694,1,Bacteria,TM6,SJA-4,S1198,,,
OTU6063,1,Bacteria,TM6,SJA-4,,,,
OTU5629,1,Bacteria,TM6,SJA-4,,,,
OTU5690,1,Bacteria,TM6,SJA-4,,,,
OTU6228,1,Bacteria,TM6,SJA-4,,,,
OTU1990,1,Bacteria,TM6,SJA-4,,,,
OTU6333,1,Bacteria,TM6,SJA-4,,,,
OTU1307,1,Bacteria,TM6,SJA-4,,,,
OTU11085,1,Bacteria,TM6,SJA-4,,,,
OTU1175,1,Bacteria,TM6,SJA-4,,,,
OTU6578,1,Bacteria,TM6,SJA-4,,,,
OTU1747,1,Bacteria,TM6,SJA-4,,,,
OTU15325,1,Bacteria,TM6,SJA-4,,,,
OTU6869,1,Bacteria,TM6,SJA-4,,,,
OTU11045,1,Bacteria,TM6,SJA-4,,,,
OTU6495,1,Bacteria,TM6,SJA-4,,,,
OTU8153,1,Bacteria,TM6,SJA-4,,,,
OTU7303,1,Bacteria,TM6,SJA-4,,,,
OTU3860,1,Bacteria,TM6,SJA-4,,,,
OTU11534,1,Bacteria,TM6,SJA-4,,,,
OTU9405,1,Bacteria,TM6,SJA-4,,,,
OTU6671,1,Bacteria,TM6,SJA-4,,,,
OTU8444,1,Bacteria,TM6,SJA-4,,,,
OTU31311,1,Bacteria,TM7,SC3,,,,
OTU26369,1,Bacteria,TM7,TM7-1,,,,
OTU30909,1,Bacteria,TM7,TM7-1,,,,
OTU26460,1,Bacteria,TM7,TM7-1,,,,
OTU26426,1,Bacteria,TM7,TM7-1,,,,
OTU26619,1,Bacteria,TM7,TM7-1,,,,
OTU26454,1,Bacteria,TM7,TM7-1,,,,
OTU27065,1,Bacteria,TM7,TM7-1,,,,
OTU26486,1,Bacteria,TM7,TM7-1,,,,
OTU27262,1,Bacteria,TM7,TM7-1,,,,
OTU32806,1,Bacteria,TM7,TM7-1,,,,
OTU26827,1,Bacteria,TM7,TM7-1,,,,
OTU26677,1,Bacteria,TM7,TM7-1,,,,
OTU27647,1,Bacteria,TM7,TM7-1,,,,
OTU27005,1,Bacteria,TM7,TM7-1,,,,
OTU28218,1,Bacteria,TM7,TM7-1,,,,
OTU27675,1,Bacteria,TM7,TM7-1,,,,
OTU26039,1,Bacteria,TM7,TM7-1,,,,
OTU27425,1,Bacteria,TM7,TM7-1,,,,
OTU27342,1,Bacteria,TM7,TM7-1,,,,
OTU27248,1,Bacteria,TM7,TM7-1,,,,
OTU27166,1,Bacteria,TM7,TM7-1,,,,
OTU26579,1,Bacteria,TM7,TM7-1,,,,
OTU27055,1,Bacteria,TM7,TM7-1,,,,
OTU26382,1,Bacteria,TM7,TM7-1,,,,
OTU28664,1,Bacteria,TM7,TM7-1,,,,
OTU27345,1,Bacteria,TM7,TM7-1,,,,
OTU27142,1,Bacteria,TM7,TM7-1,,,,
OTU26862,1,Bacteria,TM7,TM7-3,I025,,,
OTU26881,1,Bacteria,TM7,TM7-3,,,,
OTU26446,1,Bacteria,TM7,,,,,
OTU27034,1,Bacteria,TM7,,,,,
OTU27144,1,Bacteria,TM7,,,,,
OTU13509,1,Bacteria,Verrucomicrobia,[Methylacidiphilae],S-BQ2-57,,,
OTU14061,1,Bacteria,Verrucomicrobia,[Methylacidiphilae],S-BQ2-57,,,
OTU14086,1,Bacteria,Verrucomicrobia,[Methylacidiphilae],S-BQ2-57,,,
OTU14590,1,Bacteria,Verrucomicrobia,[Methylacidiphilae],S-BQ2-57,,,
OTU8457,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],[Pedosphaeraceae],,
OTU12948,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],auto67,,
OTU13077,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],auto67,,
OTU13252,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],auto67,,
OTU16635,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],auto67,,
OTU13798,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],auto67,,
OTU12964,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,,
OTU12989,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,,
OTU10527,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,,
OTU13896,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,,
OTU14340,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,,
OTU14057,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,,
OTU13062,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,,
OTU13057,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,,
OTU15601,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,,
OTU13671,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,,
OTU13747,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,,
OTU14030,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,,
OTU11259,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin517,,
OTU14272,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin517,,
OTU13008,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin517,,
OTU13335,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin517,,
OTU14859,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin517,,
OTU14662,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin517,,
OTU13188,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],R4-41B,,
OTU13529,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],R4-41B,,
OTU13995,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],R4-41B,,
OTU13006,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU13015,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU9114,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU13027,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU13082,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU13097,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU13022,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU9164,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU13390,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU14877,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU13981,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU13100,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU13221,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU13487,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU13173,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU13177,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU13168,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU13241,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU13540,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU13354,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU13064,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU13227,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU13417,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU13872,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU13336,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU13418,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU13580,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU13393,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU13266,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU14190,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU14655,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU14214,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU6697,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Candidatus Xiphinematobacter,
OTU24083,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Candidatus Xiphinematobacter,
OTU21163,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Candidatus Xiphinematobacter,
OTU13088,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Chthoniobacter,
OTU13059,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU15164,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU10537,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU14239,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU13295,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU6361,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU11341,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU6981,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU13052,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU12945,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU13399,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU12939,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU10170,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU12967,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU11037,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU9068,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU13155,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU15721,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU13122,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU13360,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU14755,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU14626,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU13616,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU15391,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU12982,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU15449,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU5507,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Ellin506,
OTU5918,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Ellin506,
OTU5669,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Ellin506,
OTU6246,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Ellin506,
OTU14558,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Ellin506,
OTU711,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],OR-59,
OTU13084,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],OR-59,
OTU13545,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],OR-59,
OTU16040,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
OTU5565,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
OTU5814,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
OTU13151,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
OTU14542,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
OTU6353,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
OTU13397,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
OTU13937,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
OTU16358,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
OTU15409,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
OTU10077,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
OTU14974,1,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,
OTU15077,1,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,
OTU13464,1,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,
OTU14450,1,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,
OTU14140,1,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,debontii
OTU21949,1,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
OTU21355,1,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
OTU21823,1,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
OTU21444,1,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
OTU14919,1,Bacteria,Verrucomicrobia,,,,,
OTU559,1,Bacteria,WS3,PRR-12,Sediment-1,PRR-10,,
OTU755,1,Bacteria,WS3,PRR-12,Sediment-1,PRR-10,,
OTU1005,1,Bacteria,WS3,PRR-12,Sediment-1,PRR-10,,
OTU1021,1,Bacteria,WS3,PRR-12,Sediment-1,PRR-10,,
OTU4576,1,Bacteria,WS3,PRR-12,Sediment-1,PRR-10,,
OTU1533,1,Bacteria,WS3,PRR-12,Sediment-1,PRR-10,,
OTU1170,1,Bacteria,WS3,PRR-12,Sediment-1,PRR-10,,
OTU710,1,Bacteria,WS3,PRR-12,Sediment-1,,,
OTU411,1,Bacteria,WS3,PRR-12,Sediment-1,,,
OTU824,1,Bacteria,WS3,PRR-12,Sediment-1,,,
OTU810,1,Bacteria,WS3,PRR-12,Sediment-1,,,
OTU1493,1,Bacteria,WS3,PRR-12,Sediment-1,,,
OTU22722,1,Bacteria,,,,,,
OTU22123,1,Bacteria,,,,,,
OTU13119,2,Bacteria,Acidobacteria,[Chloracidobacteria],DS-100,,,
OTU25198,2,Bacteria,Acidobacteria,[Chloracidobacteria],PK29,,,
OTU33583,2,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
OTU28888,2,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
OTU33798,2,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
OTU30228,2,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
OTU15138,2,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
OTU16288,2,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
OTU16380,2,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
OTU16039,2,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
OTU22122,2,Bacteria,Acidobacteria,Acidobacteria-5,,,,
OTU21751,2,Bacteria,Acidobacteria,Acidobacteria-5,,,,
OTU4307,2,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
OTU647,2,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
OTU1131,2,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
OTU5592,2,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
OTU1017,2,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
OTU736,2,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
OTU1489,2,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
OTU5660,2,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
OTU5179,2,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
OTU219,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
OTU690,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
OTU13007,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
OTU722,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
OTU672,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
OTU667,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
OTU669,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
OTU3500,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
OTU640,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
OTU4514,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
OTU694,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
OTU874,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
OTU280,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
OTU471,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
OTU1217,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
OTU472,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
OTU400,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
OTU603,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
OTU3541,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
OTU616,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
OTU5261,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
OTU318,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
OTU272,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
OTU5139,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
OTU796,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
OTU734,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
OTU553,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
OTU837,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU291,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU4148,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU113,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU10907,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU8282,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU3123,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU98,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU281,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU2458,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU14876,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU12054,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU231,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU270,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU220,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU293,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU14428,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU3546,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU14834,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU674,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU15770,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU13115,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU4217,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU321,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU15745,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU15924,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU696,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU3495,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU13012,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU1297,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU5164,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU14787,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU685,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU15626,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU5423,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU1344,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU880,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU5335,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU15691,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU14814,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU5132,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU765,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU222,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
