,OTU,#,counts total,Group,Kingdom,Phylum,Class,Order,Family,Genus,Species
399,OTU,30247,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
1127,OTU,30248,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
543,OTU,30249,,1,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
908,OTU,30260,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,,
616,OTU,30262,,1,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
542,OTU,30263,,1,Bacteria,Chloroflexi,Ellin6529,,,,
1096,OTU,30266,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,
326,OTU,30267,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
1178,OTU,30268,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
166,OTU,30273,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,
1856,OTU,30274,,1,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
1291,OTU,30276,,1,Bacteria,Acidobacteria,Solibacteres,Solibacterales,PK34,,
1219,OTU,30280,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Afifella,
737,OTU,30297,,1,Bacteria,Chloroflexi,Chloroflexi,AKIW781,,,
663,OTU,30298,,1,Bacteria,Chloroflexi,TK10,AKYG885,Dolo,,
986,OTU,30300,,1,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
1345,OTU,30302,,1,Bacteria,Chloroflexi,S085,,,,
1437,OTU,30330,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,
1192,OTU,30333,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
1553,OTU,30337,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
1802,OTU,30347,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
2029,OTU,30358,,1,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,,
1594,OTU,30361,,1,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,,,
835,OTU,30365,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythromicrobium,ramosum
1263,OTU,30373,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Afifella,
1618,OTU,30376,,1,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
215,OTU,30377,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,genosp.
1274,OTU,30382,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
2162,OTU,30385,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
929,OTU,30387,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,
2066,OTU,30396,,1,Bacteria,Chloroflexi,,,,,
1653,OTU,30397,,1,Bacteria,Chloroflexi,Chloroflexi,Herpetosiphonales,,,
1158,OTU,30399,,1,Bacteria,Chloroflexi,C0119,,,,
1255,OTU,30404,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
1059,OTU,30416,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
1105,OTU,30417,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,
1981,OTU,30418,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
605,OTU,30420,,1,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
1477,OTU,30421,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Afifella,
1625,OTU,30432,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
977,OTU,30441,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,
528,OTU,30449,,1,Bacteria,Chloroflexi,TK10,AKYG885,,,
1305,OTU,30453,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,wittichii
911,OTU,30462,,1,Bacteria,Chloroflexi,Anaerolineae,CFB-26,,,
910,OTU,30467,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,
1688,OTU,30476,,1,Bacteria,Chloroflexi,Ellin6529,,,,
1742,OTU,30490,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Lutibacterium,
1977,OTU,30492,,1,Bacteria,Acidobacteria,Solibacteres,Solibacterales,PAUC26f,,
2193,OTU,30493,,1,Bacteria,Chloroflexi,TK10,AKYG885,,,
1303,OTU,30496,,1,Bacteria,Chloroflexi,Ellin6529,,,,
779,OTU,30498,,1,Bacteria,Chloroflexi,Ellin6529,,,,
1809,OTU,30506,,1,Bacteria,Chloroflexi,Anaerolineae,S0208,,,
2145,OTU,30534,,1,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
1412,OTU,30540,,1,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,,
1443,OTU,30549,,1,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,,,
1691,OTU,30558,,1,Bacteria,Firmicutes,Clostridia,OPB54,,,
1248,OTU,30561,,1,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
1208,OTU,30562,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,,
698,OTU,30564,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,,
2082,OTU,30566,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Inquilinus,limosus
475,OTU,30570,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
1533,OTU,30579,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,
2247,OTU,30581,,1,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
1471,OTU,30587,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,
1773,OTU,30596,,1,Bacteria,Chloroflexi,Chloroflexi,[Roseiflexales],,,
346,OTU,30600,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
2240,OTU,30614,,1,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,,
197,OTU,30624,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter,
1536,OTU,30628,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
1765,OTU,30641,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
1488,OTU,30648,,1,Bacteria,,,,,,
1888,OTU,30674,,1,Bacteria,,,,,,
1718,OTU,30688,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,
2126,OTU,30690,,1,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
562,OTU,30698,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,
1921,OTU,30711,,1,Bacteria,Chloroflexi,Chloroflexi,AKIW781,,,
1741,OTU,30721,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,
2130,OTU,30723,,1,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
1574,OTU,30729,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
1593,OTU,30745,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,,
2022,OTU,30751,,1,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
1394,OTU,30752,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,
1211,OTU,30767,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
36,OTU,30777,,1,Bacteria,Chloroflexi,Ellin6529,,,,
2006,OTU,30785,,1,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
1334,OTU,30787,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,,
1234,OTU,30790,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,,
1628,OTU,30863,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,
686,OTU,30893,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
1878,OTU,30894,,1,Bacteria,Chloroflexi,Chloroflexi,[Roseiflexales],[Kouleothrixaceae],,
99,OTU,30903,,1,Bacteria,Chloroflexi,Ellin6529,,,,
1944,OTU,30920,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,,,
650,OTU,30924,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,
2093,OTU,30933,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,,,
368,OTU,30935,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
1501,OTU,30942,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
2187,OTU,30946,,1,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
2048,OTU,30949,,1,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,,,
1582,OTU,30951,,1,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
1492,OTU,30973,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
1974,OTU,31008,,1,Bacteria,Chloroflexi,TK17,,,,
115,OTU,31065,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,,
1704,OTU,31076,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
135,OTU,31079,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
1289,OTU,31107,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
895,OTU,31124,,1,Bacteria,Chloroflexi,Ellin6529,,,,
886,OTU,31161,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,
1685,OTU,31166,,1,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
984,OTU,31168,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
2239,OTU,31237,,1,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
2260,OTU,31251,,1,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
2214,OTU,31268,,1,Bacteria,Chloroflexi,S085,,,,
2096,OTU,31282,,1,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
295,OTU,31291,,1,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
1131,OTU,31295,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,,
1561,OTU,31304,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,
437,OTU,31313,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
2242,OTU,31375,,1,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,AK1AB1,,
2072,OTU,31382,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,,
841,OTU,31400,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
975,OTU,31406,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
1743,OTU,31444,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
1171,OTU,31476,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
915,OTU,31524,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
2068,OTU,31554,,1,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
1996,OTU,31571,,1,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
2296,OTU,31597,,1,Bacteria,Chloroflexi,Chloroflexi,Chloroflexales,FFCH7168,,
66,OTU,31599,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
406,OTU,31717,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella,
2212,OTU,31746,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,biprosthecium
472,OTU,31791,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
2180,OTU,31799,,1,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
1784,OTU,31868,,1,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,,,
1889,OTU,31882,,1,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
317,OTU,31915,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
1405,OTU,31969,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
1039,OTU,31983,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
1400,OTU,31988,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,,
1905,OTU,31991,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,
2229,OTU,32000,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,,
70,OTU,32020,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
1520,OTU,32174,,1,Bacteria,TM7,SC3,,,,
1515,OTU,32338,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
1763,OTU,32351,,1,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
1246,OTU,32393,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter,
963,OTU,32415,,1,Bacteria,Chloroflexi,Chloroflexi,AKIW781,,,
432,OTU,32428,,1,Bacteria,Chloroflexi,Ellin6529,,,,
227,OTU,32431,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
425,OTU,32444,,1,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
6,OTU,32518,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aminobacter,
1912,OTU,32529,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
1398,OTU,32541,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,
2138,OTU,32543,,1,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
1209,OTU,32549,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
1470,OTU,32602,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
890,OTU,32675,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter,
654,OTU,32689,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
514,OTU,32697,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
1236,OTU,32701,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
872,OTU,32728,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,zavarzinii
1799,OTU,32794,,1,Bacteria,Chloroflexi,TK10,,,,
211,OTU,32814,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
639,OTU,32843,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,
1042,OTU,32885,,1,Bacteria,Chloroflexi,S085,,,,
1181,OTU,32917,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
285,OTU,32960,,1,Bacteria,Chloroflexi,Chloroflexi,[Roseiflexales],[Kouleothrixaceae],,
1085,OTU,32978,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
1311,OTU,33087,,1,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,
721,OTU,33183,,1,Bacteria,Chloroflexi,Ellin6529,,,,
356,OTU,33215,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,genosp.
522,OTU,33220,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
1472,OTU,33241,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
2121,OTU,33389,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,,
2144,OTU,33404,,1,Bacteria,Chloroflexi,Chloroflexi,[Roseiflexales],,,
1964,OTU,33421,,1,Bacteria,Chloroflexi,TK10,B07,,,
838,OTU,33424,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
220,OTU,33432,,1,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
1560,OTU,33444,,1,Bacteria,Chloroflexi,Ellin6529,,,,
826,OTU,33446,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
312,OTU,33457,,1,Bacteria,Chloroflexi,Ellin6529,,,,
919,OTU,33458,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella,
81,OTU,33461,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
1266,OTU,33466,,1,Bacteria,Chloroflexi,S085,,,,
943,OTU,33482,,1,Bacteria,Chloroflexi,Ellin6529,,,,
723,OTU,33483,,1,Bacteria,Chloroflexi,TK10,B07,,,
860,OTU,33492,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
1226,OTU,33497,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter,
107,OTU,33500,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
1112,OTU,33503,,1,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
392,OTU,33511,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,
720,OTU,33515,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aminobacter,
100,OTU,33516,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
228,OTU,33517,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
1025,OTU,33543,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter,
1733,OTU,33558,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter,
1729,OTU,33585,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,,
706,OTU,33586,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
1511,OTU,33606,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
2040,OTU,33618,,1,Bacteria,Chloroflexi,Ellin6529,,,,
2139,OTU,33636,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,
944,OTU,33661,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,
404,OTU,33668,,1,Bacteria,Proteobacteria,Deltaproteobacteria,[Entotheonellales],[Entotheonellaceae],Candidatus Entotheonella,
1486,OTU,33669,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
117,OTU,33672,,1,Bacteria,Chloroflexi,S085,,,,
461,OTU,33673,,1,Bacteria,Chloroflexi,S085,,,,
805,OTU,33675,,1,Bacteria,Chloroflexi,S085,,,,
2056,OTU,33676,,1,Bacteria,Chloroflexi,S085,,,,
1991,OTU,33678,,1,Bacteria,Proteobacteria,Deltaproteobacteria,[Entotheonellales],[Entotheonellaceae],Candidatus Entotheonella,
1662,OTU,33683,,1,Bacteria,Chloroflexi,S085,,,,
334,OTU,33686,,1,Bacteria,Chloroflexi,S085,,,,
1599,OTU,33696,,1,Bacteria,Chloroflexi,S085,,,,
1841,OTU,33704,,1,Bacteria,Chloroflexi,S085,,,,
1417,OTU,33736,,1,Bacteria,Chloroflexi,S085,,,,
335,OTU,33756,,1,Bacteria,Chloroflexi,S085,,,,
696,OTU,33798,,1,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
420,OTU,33805,,1,Bacteria,Chloroflexi,S085,,,,
314,OTU,33806,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter,
1333,OTU,33813,,1,Bacteria,Chloroflexi,S085,,,,
3325,OTU,24,,2,Bacteria,Chloroflexi,C0119,,,,
3040,OTU,59,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
3043,OTU,64,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
3188,OTU,66,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
2792,OTU,69,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
2505,OTU,72,,2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
2512,OTU,75,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
3535,OTU,77,,2,Bacteria,Chloroflexi,C0119,,,,
3077,OTU,83,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
3213,OTU,86,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
3088,OTU,96,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
4012,OTU,102,,2,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,,
3831,OTU,107,,2,Bacteria,,,,,,
2372,OTU,112,,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
3093,OTU,145,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
3258,OTU,195,,2,Bacteria,Acidobacteria,S035,,,,
3709,OTU,199,,2,Bacteria,Acidobacteria,S035,,,,
3662,OTU,200,,2,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,,,
2413,OTU,203,,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
3177,OTU,206,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophorhabdaceae,,
3628,OTU,211,,2,Bacteria,Acidobacteria,S035,,,,
3739,OTU,213,,2,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,,,
3326,OTU,228,,2,Bacteria,Acidobacteria,RB25,,,,
2957,OTU,235,,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
3459,OTU,248,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
3200,OTU,259,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
3624,OTU,288,,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
2395,OTU,306,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
2494,OTU,320,,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
4032,OTU,330,,2,Bacteria,WS3,PRR-12,,,,
2354,OTU,347,,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
2539,OTU,365,,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
2634,OTU,369,,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
2674,OTU,386,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,
3000,OTU,392,,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
2708,OTU,403,,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
2676,OTU,425,,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
3769,OTU,443,,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
2447,OTU,453,,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
2591,OTU,459,,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
2617,OTU,475,,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
2810,OTU,509,,2,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,FW,29-Apr,
2574,OTU,514,,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
3050,OTU,522,,2,Bacteria,WS3,PRR-12,Sediment-1,PRR-10,,
2864,OTU,527,,2,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
3996,OTU,544,,2,Bacteria,Planctomycetes,BD7-11,,,,
3264,OTU,552,,2,Bacteria,Acidobacteria,iii1-8,32-20,,,
3756,OTU,555,,2,Bacteria,Acidobacteria,RB25,,,,
2766,OTU,559,,2,Bacteria,WS3,PRR-12,Sediment-1,PRR-10,,
2391,OTU,659,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,
